word,keyword,spiderId,originText,Relevance,Importance,Sentiment,Dimension,Reason
太贵,白糖罂荔枝,1,"[赞R]前几天给大家分享过上海如果想实现个人买水果的条件是：1??有足够的跑腿小哥2??运费价格在大家可以接受的范围内3??小区门口可以接收
	
??这两天上海除杨浦和陆家嘴的个别地方，90%都基本可以轻松送到了，开不开心[赞R][赞R]
	
??关于运费方面，浦西方面基本上3.5箱水果30-60??左右，今天最远的有个25公斤左右46公里，下单加小费一共135??，浦东方面起步要150??，原因在于要过江，只能下货拉拉汽车，运费比较贵。
??昨天晚上小红书店铺只用2个链接上架了18款水果[害羞R][萌萌哒R]，因为白天确实比较累??，太晚的时候精神状态不是很好，没有详细的去介绍水果??，今天晚上写2偏文章简单介绍下这几款水果。
1??泰国????空运山竹
现在的山竹真的很推荐，空运新鲜，口感好，果肉白，最重要的是无坏果，山竹跟气候有很大的关系，产地连续下雨果肉就会坏，所以后期雨季很容易出现坏果情况，怕踩雷的??推荐现在购买。
2??恐龙蛋??蜜瓜
这款蜜瓜已经卖了好几年了，品质口感反馈一直非常好，相比较哈密瓜，它的皮更薄甜度更高，虽然属于脆甜型，但肉质比哈密瓜要细腻很多，入口不会感觉很生硬，脆甜型瓜类的首推",8,6,5,运费,地理价格等因素影响
口感更甜,白糖罂荔枝,1,"??
3??荔枝
现在当季款是妃子笑和白糖罂，甜度方面白糖罂口感更甜，妃子笑会有丝丝的酸，这两款都是我尝出来的口感最好的2款，都是属于干荔枝。（干荔枝是无处理，无水泡，无添加，直接采摘装箱当冰袋，空运冷链运输，比水泡湿荔枝，新鲜度口感都要好很多）。4??燕窝果
这个东西口感稳定，影响价格的是新鲜度品质，这几天的好货颜值新鲜度方面拿捏很好，可以放心购买。
	
5??东魁杨梅
给大家发的这款，是我认为口感最好的款，优秀的酸甜比例，冷链运输，新鲜每天都有新货到。
6??美国????新奇士黑标3107橙18只家庭装
当季最好的橙子，18只装家庭食用很合适，每天用橙子比较多的话可以考虑88个装的大箱。
7??拓园金奖8424西瓜??
8424商标认证，拓园金奖??，连续6年稳坐销售冠军宝座，每个瓜上边都有二维码扫描可追溯源头，生长期48天，甜度最佳！有知名验瓜师愈总亲自上阵带队验瓜装箱，确保首次出货品质，品质三包。
8??妮娜皇后葡萄??
具体口感就不多介绍了，告诉大家的是这款是现在最好的限量款，颜色，大小，口感都是最佳的，土豪朋友们可以入手了。
#上海美食[话题]# #上海团长[话题]# #上海[话题]#",9,8,6,荔枝,常见的当季水果，干荔枝独特，味甜口感好。
干荔枝口感更好,白糖罂荔枝,1,"??
3??荔枝
现在当季款是妃子笑和白糖罂，甜度方面白糖罂口感更甜，妃子笑会有丝丝的酸，这两款都是我尝出来的口感最好的2款，都是属于干荔枝。（干荔枝是无处理，无水泡，无添加，直接采摘装箱当冰袋，空运冷链运输，比水泡湿荔枝，新鲜度口感都要好很多）。4??燕窝果
这个东西口感稳定，影响价格的是新鲜度品质，这几天的好货颜值新鲜度方面拿捏很好，可以放心购买。
	
5??东魁杨梅
给大家发的这款，是我认为口感最好的款，优秀的酸甜比例，冷链运输，新鲜每天都有新货到。
6??美国????新奇士黑标3107橙18只家庭装
当季最好的橙子，18只装家庭食用很合适，每天用橙子比较多的话可以考虑88个装的大箱。
7??拓园金奖8424西瓜??
8424商标认证，拓园金奖??，连续6年稳坐销售冠军宝座，每个瓜上边都有二维码扫描可追溯源头，生长期48天，甜度最佳！有知名验瓜师愈总亲自上阵带队验瓜装箱，确保首次出货品质，品质三包。
8??妮娜皇后葡萄??
具体口感就不多介绍了，告诉大家的是这款是现在最好的限量款，颜色，大小，口感都是最佳的，土豪朋友们可以入手了。
#上海美食[话题]# #上海团长[话题]# #上海[话题]#",9,8,6,荔枝,常见的当季水果，干荔枝独特，味甜口感好。
新鲜度品质好,白糖罂荔枝,1,"??
3??荔枝
现在当季款是妃子笑和白糖罂，甜度方面白糖罂口感更甜，妃子笑会有丝丝的酸，这两款都是我尝出来的口感最好的2款，都是属于干荔枝。（干荔枝是无处理，无水泡，无添加，直接采摘装箱当冰袋，空运冷链运输，比水泡湿荔枝，新鲜度口感都要好很多）。4??燕窝果
这个东西口感稳定，影响价格的是新鲜度品质，这几天的好货颜值新鲜度方面拿捏很好，可以放心购买。
	
5??东魁杨梅
给大家发的这款，是我认为口感最好的款，优秀的酸甜比例，冷链运输，新鲜每天都有新货到。
6??美国????新奇士黑标3107橙18只家庭装
当季最好的橙子，18只装家庭食用很合适，每天用橙子比较多的话可以考虑88个装的大箱。
7??拓园金奖8424西瓜??
8424商标认证，拓园金奖??，连续6年稳坐销售冠军宝座，每个瓜上边都有二维码扫描可追溯源头，生长期48天，甜度最佳！有知名验瓜师愈总亲自上阵带队验瓜装箱，确保首次出货品质，品质三包。
8??妮娜皇后葡萄??
具体口感就不多介绍了，告诉大家的是这款是现在最好的限量款，颜色，大小，口感都是最佳的，土豪朋友们可以入手了。
#上海美食[话题]# #上海团长[话题]# #上海[话题]#",7,7,8,燕窝,品质新鲜，口感稳定优质。
可以放心购买,白糖罂荔枝,1,"??
3??荔枝
现在当季款是妃子笑和白糖罂，甜度方面白糖罂口感更甜，妃子笑会有丝丝的酸，这两款都是我尝出来的口感最好的2款，都是属于干荔枝。（干荔枝是无处理，无水泡，无添加，直接采摘装箱当冰袋，空运冷链运输，比水泡湿荔枝，新鲜度口感都要好很多）。4??燕窝果
这个东西口感稳定，影响价格的是新鲜度品质，这几天的好货颜值新鲜度方面拿捏很好，可以放心购买。
	
5??东魁杨梅
给大家发的这款，是我认为口感最好的款，优秀的酸甜比例，冷链运输，新鲜每天都有新货到。
6??美国????新奇士黑标3107橙18只家庭装
当季最好的橙子，18只装家庭食用很合适，每天用橙子比较多的话可以考虑88个装的大箱。
7??拓园金奖8424西瓜??
8424商标认证，拓园金奖??，连续6年稳坐销售冠军宝座，每个瓜上边都有二维码扫描可追溯源头，生长期48天，甜度最佳！有知名验瓜师愈总亲自上阵带队验瓜装箱，确保首次出货品质，品质三包。
8??妮娜皇后葡萄??
具体口感就不多介绍了，告诉大家的是这款是现在最好的限量款，颜色，大小，口感都是最佳的，土豪朋友们可以入手了。
#上海美食[话题]# #上海团长[话题]# #上海[话题]#",7,7,8,燕窝,品质新鲜，口感稳定优质。
口感最好,白糖罂荔枝,1,"??
3??荔枝
现在当季款是妃子笑和白糖罂，甜度方面白糖罂口感更甜，妃子笑会有丝丝的酸，这两款都是我尝出来的口感最好的2款，都是属于干荔枝。（干荔枝是无处理，无水泡，无添加，直接采摘装箱当冰袋，空运冷链运输，比水泡湿荔枝，新鲜度口感都要好很多）。4??燕窝果
这个东西口感稳定，影响价格的是新鲜度品质，这几天的好货颜值新鲜度方面拿捏很好，可以放心购买。
	
5??东魁杨梅
给大家发的这款，是我认为口感最好的款，优秀的酸甜比例，冷链运输，新鲜每天都有新货到。
6??美国????新奇士黑标3107橙18只家庭装
当季最好的橙子，18只装家庭食用很合适，每天用橙子比较多的话可以考虑88个装的大箱。
7??拓园金奖8424西瓜??
8424商标认证，拓园金奖??，连续6年稳坐销售冠军宝座，每个瓜上边都有二维码扫描可追溯源头，生长期48天，甜度最佳！有知名验瓜师愈总亲自上阵带队验瓜装箱，确保首次出货品质，品质三包。
8??妮娜皇后葡萄??
具体口感就不多介绍了，告诉大家的是这款是现在最好的限量款，颜色，大小，口感都是最佳的，土豪朋友们可以入手了。
#上海美食[话题]# #上海团长[话题]# #上海[话题]#",7,8,6,杨梅,口感和酸度被认为是最佳的。
酸甜比例好,白糖罂荔枝,1,"??
3??荔枝
现在当季款是妃子笑和白糖罂，甜度方面白糖罂口感更甜，妃子笑会有丝丝的酸，这两款都是我尝出来的口感最好的2款，都是属于干荔枝。（干荔枝是无处理，无水泡，无添加，直接采摘装箱当冰袋，空运冷链运输，比水泡湿荔枝，新鲜度口感都要好很多）。4??燕窝果
这个东西口感稳定，影响价格的是新鲜度品质，这几天的好货颜值新鲜度方面拿捏很好，可以放心购买。
	
5??东魁杨梅
给大家发的这款，是我认为口感最好的款，优秀的酸甜比例，冷链运输，新鲜每天都有新货到。
6??美国????新奇士黑标3107橙18只家庭装
当季最好的橙子，18只装家庭食用很合适，每天用橙子比较多的话可以考虑88个装的大箱。
7??拓园金奖8424西瓜??
8424商标认证，拓园金奖??，连续6年稳坐销售冠军宝座，每个瓜上边都有二维码扫描可追溯源头，生长期48天，甜度最佳！有知名验瓜师愈总亲自上阵带队验瓜装箱，确保首次出货品质，品质三包。
8??妮娜皇后葡萄??
具体口感就不多介绍了，告诉大家的是这款是现在最好的限量款，颜色，大小，口感都是最佳的，土豪朋友们可以入手了。
#上海美食[话题]# #上海团长[话题]# #上海[话题]#",7,8,6,杨梅,口感和酸度被认为是最佳的。
3107黑标橙子,白糖罂荔枝,1,"??
3??荔枝
现在当季款是妃子笑和白糖罂，甜度方面白糖罂口感更甜，妃子笑会有丝丝的酸，这两款都是我尝出来的口感最好的2款，都是属于干荔枝。（干荔枝是无处理，无水泡，无添加，直接采摘装箱当冰袋，空运冷链运输，比水泡湿荔枝，新鲜度口感都要好很多）。4??燕窝果
这个东西口感稳定，影响价格的是新鲜度品质，这几天的好货颜值新鲜度方面拿捏很好，可以放心购买。
	
5??东魁杨梅
给大家发的这款，是我认为口感最好的款，优秀的酸甜比例，冷链运输，新鲜每天都有新货到。
6??美国????新奇士黑标3107橙18只家庭装
当季最好的橙子，18只装家庭食用很合适，每天用橙子比较多的话可以考虑88个装的大箱。
7??拓园金奖8424西瓜??
8424商标认证，拓园金奖??，连续6年稳坐销售冠军宝座，每个瓜上边都有二维码扫描可追溯源头，生长期48天，甜度最佳！有知名验瓜师愈总亲自上阵带队验瓜装箱，确保首次出货品质，品质三包。
8??妮娜皇后葡萄??
具体口感就不多介绍了，告诉大家的是这款是现在最好的限量款，颜色，大小，口感都是最佳的，土豪朋友们可以入手了。
#上海美食[话题]# #上海团长[话题]# #上海[话题]#",6,7,6,橙子,3107黑标橙子味道最好。
8424商标认证,白糖罂荔枝,1,"??
3??荔枝
现在当季款是妃子笑和白糖罂，甜度方面白糖罂口感更甜，妃子笑会有丝丝的酸，这两款都是我尝出来的口感最好的2款，都是属于干荔枝。（干荔枝是无处理，无水泡，无添加，直接采摘装箱当冰袋，空运冷链运输，比水泡湿荔枝，新鲜度口感都要好很多）。4??燕窝果
这个东西口感稳定，影响价格的是新鲜度品质，这几天的好货颜值新鲜度方面拿捏很好，可以放心购买。
	
5??东魁杨梅
给大家发的这款，是我认为口感最好的款，优秀的酸甜比例，冷链运输，新鲜每天都有新货到。
6??美国????新奇士黑标3107橙18只家庭装
当季最好的橙子，18只装家庭食用很合适，每天用橙子比较多的话可以考虑88个装的大箱。
7??拓园金奖8424西瓜??
8424商标认证，拓园金奖??，连续6年稳坐销售冠军宝座，每个瓜上边都有二维码扫描可追溯源头，生长期48天，甜度最佳！有知名验瓜师愈总亲自上阵带队验瓜装箱，确保首次出货品质，品质三包。
8??妮娜皇后葡萄??
具体口感就不多介绍了，告诉大家的是这款是现在最好的限量款，颜色，大小，口感都是最佳的，土豪朋友们可以入手了。
#上海美食[话题]# #上海团长[话题]# #上海[话题]#",6,6,6,西瓜,品质有保证的8424西瓜。
品质三包,白糖罂荔枝,1,"??
3??荔枝
现在当季款是妃子笑和白糖罂，甜度方面白糖罂口感更甜，妃子笑会有丝丝的酸，这两款都是我尝出来的口感最好的2款，都是属于干荔枝。（干荔枝是无处理，无水泡，无添加，直接采摘装箱当冰袋，空运冷链运输，比水泡湿荔枝，新鲜度口感都要好很多）。4??燕窝果
这个东西口感稳定，影响价格的是新鲜度品质，这几天的好货颜值新鲜度方面拿捏很好，可以放心购买。
	
5??东魁杨梅
给大家发的这款，是我认为口感最好的款，优秀的酸甜比例，冷链运输，新鲜每天都有新货到。
6??美国????新奇士黑标3107橙18只家庭装
当季最好的橙子，18只装家庭食用很合适，每天用橙子比较多的话可以考虑88个装的大箱。
7??拓园金奖8424西瓜??
8424商标认证，拓园金奖??，连续6年稳坐销售冠军宝座，每个瓜上边都有二维码扫描可追溯源头，生长期48天，甜度最佳！有知名验瓜师愈总亲自上阵带队验瓜装箱，确保首次出货品质，品质三包。
8??妮娜皇后葡萄??
具体口感就不多介绍了，告诉大家的是这款是现在最好的限量款，颜色，大小，口感都是最佳的，土豪朋友们可以入手了。
#上海美食[话题]# #上海团长[话题]# #上海[话题]#",6,6,6,西瓜,品质有保证的8424西瓜。
最好的限量款,白糖罂荔枝,1,"??
3??荔枝
现在当季款是妃子笑和白糖罂，甜度方面白糖罂口感更甜，妃子笑会有丝丝的酸，这两款都是我尝出来的口感最好的2款，都是属于干荔枝。（干荔枝是无处理，无水泡，无添加，直接采摘装箱当冰袋，空运冷链运输，比水泡湿荔枝，新鲜度口感都要好很多）。4??燕窝果
这个东西口感稳定，影响价格的是新鲜度品质，这几天的好货颜值新鲜度方面拿捏很好，可以放心购买。
	
5??东魁杨梅
给大家发的这款，是我认为口感最好的款，优秀的酸甜比例，冷链运输，新鲜每天都有新货到。
6??美国????新奇士黑标3107橙18只家庭装
当季最好的橙子，18只装家庭食用很合适，每天用橙子比较多的话可以考虑88个装的大箱。
7??拓园金奖8424西瓜??
8424商标认证，拓园金奖??，连续6年稳坐销售冠军宝座，每个瓜上边都有二维码扫描可追溯源头，生长期48天，甜度最佳！有知名验瓜师愈总亲自上阵带队验瓜装箱，确保首次出货品质，品质三包。
8??妮娜皇后葡萄??
具体口感就不多介绍了，告诉大家的是这款是现在最好的限量款，颜色，大小，口感都是最佳的，土豪朋友们可以入手了。
#上海美食[话题]# #上海团长[话题]# #上海[话题]#",5,6,6,葡萄,现在最好的限量款。
联系,白糖罂荔枝,1,"#大爱水果季[话题]#
想要联系方式
夏黑大概是什么价位啊
你好！你是做水果批发的吗？
链接
链接呢
怎么买！链接没了
葡萄怎么卖
可以团购的吗
求个联系方式谢谢！
怎么买？",9,7,8,联系,用户想要联系方式
联系方式,白糖罂荔枝,1,"#大爱水果季[话题]#
想要联系方式
夏黑大概是什么价位啊
你好！你是做水果批发的吗？
链接
链接呢
怎么买！链接没了
葡萄怎么卖
可以团购的吗
求个联系方式谢谢！
怎么买？",9,7,8,联系,用户想要联系方式
求联系,白糖罂荔枝,1,"#大爱水果季[话题]#
想要联系方式
夏黑大概是什么价位啊
你好！你是做水果批发的吗？
链接
链接呢
怎么买！链接没了
葡萄怎么卖
可以团购的吗
求个联系方式谢谢！
怎么买？",9,7,8,联系,用户想要联系方式
联系小编,白糖罂荔枝,1,"#大爱水果季[话题]#
想要联系方式
夏黑大概是什么价位啊
你好！你是做水果批发的吗？
链接
链接呢
怎么买！链接没了
葡萄怎么卖
可以团购的吗
求个联系方式谢谢！
怎么买？",9,7,8,联系,用户想要联系方式
价格,白糖罂荔枝,1,"#大爱水果季[话题]#
想要联系方式
夏黑大概是什么价位啊
你好！你是做水果批发的吗？
链接
链接呢
怎么买！链接没了
葡萄怎么卖
可以团购的吗
求个联系方式谢谢！
怎么买？",8,6,6,价格, 用户询问水果价格
夏黑价,白糖罂荔枝,1,"#大爱水果季[话题]#
想要联系方式
夏黑大概是什么价位啊
你好！你是做水果批发的吗？
链接
链接呢
怎么买！链接没了
葡萄怎么卖
可以团购的吗
求个联系方式谢谢！
怎么买？",8,6,6,价格, 用户询问水果价格
葡萄價,白糖罂荔枝,1,"#大爱水果季[话题]#
想要联系方式
夏黑大概是什么价位啊
你好！你是做水果批发的吗？
链接
链接呢
怎么买！链接没了
葡萄怎么卖
可以团购的吗
求个联系方式谢谢！
怎么买？",8,6,6,价格, 用户询问水果价格
价格大约在,白糖罂荔枝,1,"#大爱水果季[话题]#
想要联系方式
夏黑大概是什么价位啊
你好！你是做水果批发的吗？
链接
链接呢
怎么买！链接没了
葡萄怎么卖
可以团购的吗
求个联系方式谢谢！
怎么买？",8,6,6,价格, 用户询问水果价格
链接,白糖罂荔枝,1,"#大爱水果季[话题]#
想要联系方式
夏黑大概是什么价位啊
你好！你是做水果批发的吗？
链接
链接呢
怎么买！链接没了
葡萄怎么卖
可以团购的吗
求个联系方式谢谢！
怎么买？",7,7,5,链接,用户询问团购/购买链接
购买链接,白糖罂荔枝,1,"#大爱水果季[话题]#
想要联系方式
夏黑大概是什么价位啊
你好！你是做水果批发的吗？
链接
链接呢
怎么买！链接没了
葡萄怎么卖
可以团购的吗
求个联系方式谢谢！
怎么买？",7,7,5,链接,用户询问团购/购买链接
购物链接,白糖罂荔枝,1,"#大爱水果季[话题]#
想要联系方式
夏黑大概是什么价位啊
你好！你是做水果批发的吗？
链接
链接呢
怎么买！链接没了
葡萄怎么卖
可以团购的吗
求个联系方式谢谢！
怎么买？",7,7,5,链接,用户询问团购/购买链接
买水果,白糖罂荔枝,1,"#大爱水果季[话题]#
想要联系方式
夏黑大概是什么价位啊
你好！你是做水果批发的吗？
链接
链接呢
怎么买！链接没了
葡萄怎么卖
可以团购的吗
求个联系方式谢谢！
怎么买？",7,7,5,链接,用户询问团购/购买链接
哪儿可以买,白糖罂荔枝,1,"#大爱水果季[话题]#
想要联系方式
夏黑大概是什么价位啊
你好！你是做水果批发的吗？
链接
链接呢
怎么买！链接没了
葡萄怎么卖
可以团购的吗
求个联系方式谢谢！
怎么买？",7,7,5,链接,用户询问团购/购买链接
鲜甜,白糖罂荔枝,1,"#水果[话题]# #荔枝[话题]# #白糖罂荔枝[话题]# #上海[话题]# #顺丰[话题]# #吃货[话题]##美食[话题]# @吃不饱同学 @吃货薯 @薯条小助手
安徽可以发吗
水果市场下午开门嘛
这个还有么
自提价格多少呀
云南大理可以发吗
河北能发吗
荔枝还有吗
今天有荔枝吗？
怎么买呀
怎么买",10,9,8,口感,用户普遍关注荔枝的口感
多汁,白糖罂荔枝,1,"#水果[话题]# #荔枝[话题]# #白糖罂荔枝[话题]# #上海[话题]# #顺丰[话题]# #吃货[话题]##美食[话题]# @吃不饱同学 @吃货薯 @薯条小助手
安徽可以发吗
水果市场下午开门嘛
这个还有么
自提价格多少呀
云南大理可以发吗
河北能发吗
荔枝还有吗
今天有荔枝吗？
怎么买呀
怎么买",10,9,8,口感,用户普遍关注荔枝的口感
云南,白糖罂荔枝,1,"#水果[话题]# #荔枝[话题]# #白糖罂荔枝[话题]# #上海[话题]# #顺丰[话题]# #吃货[话题]##美食[话题]# @吃不饱同学 @吃货薯 @薯条小助手
安徽可以发吗
水果市场下午开门嘛
这个还有么
自提价格多少呀
云南大理可以发吗
河北能发吗
荔枝还有吗
今天有荔枝吗？
怎么买呀
怎么买",9,8,7,产地,用户普遍关注荔枝的产地
广东,白糖罂荔枝,1,"#水果[话题]# #荔枝[话题]# #白糖罂荔枝[话题]# #上海[话题]# #顺丰[话题]# #吃货[话题]##美食[话题]# @吃不饱同学 @吃货薯 @薯条小助手
安徽可以发吗
水果市场下午开门嘛
这个还有么
自提价格多少呀
云南大理可以发吗
河北能发吗
荔枝还有吗
今天有荔枝吗？
怎么买呀
怎么买",9,8,7,产地,用户普遍关注荔枝的产地
泉州,白糖罂荔枝,1,"#水果[话题]# #荔枝[话题]# #白糖罂荔枝[话题]# #上海[话题]# #顺丰[话题]# #吃货[话题]##美食[话题]# @吃不饱同学 @吃货薯 @薯条小助手
安徽可以发吗
水果市场下午开门嘛
这个还有么
自提价格多少呀
云南大理可以发吗
河北能发吗
荔枝还有吗
今天有荔枝吗？
怎么买呀
怎么买",9,8,7,产地,用户普遍关注荔枝的产地
便宜,白糖罂荔枝,1,"#水果[话题]# #荔枝[话题]# #白糖罂荔枝[话题]# #上海[话题]# #顺丰[话题]# #吃货[话题]##美食[话题]# @吃不饱同学 @吃货薯 @薯条小助手
安徽可以发吗
水果市场下午开门嘛
这个还有么
自提价格多少呀
云南大理可以发吗
河北能发吗
荔枝还有吗
今天有荔枝吗？
怎么买呀
怎么买",8,7,6,价格,用户普遍关注荔枝的价格
实惠,白糖罂荔枝,1,"#水果[话题]# #荔枝[话题]# #白糖罂荔枝[话题]# #上海[话题]# #顺丰[话题]# #吃货[话题]##美食[话题]# @吃不饱同学 @吃货薯 @薯条小助手
安徽可以发吗
水果市场下午开门嘛
这个还有么
自提价格多少呀
云南大理可以发吗
河北能发吗
荔枝还有吗
今天有荔枝吗？
怎么买呀
怎么买",8,7,6,价格,用户普遍关注荔枝的价格
特色水果,白糖罂荔枝,1,"相信很多小红薯一听到岭南佳果这款特色水果，想必第一反应就猜是不是荔枝[色色R]
感谢我们广西容县的杨贵妃，当年把我们这款岭南佳果宣传给世人，让大家都了解到这款特色的水果[害羞R]
这不初夏时节，又到了一年一度荔枝上市的季节，请问有喜欢的小红薯们不，可以联系我们开展选购和品鉴哦#用镜头捕捉初夏[话题]# #岭南佳果[话题]# #大爱水果季[话题]# #北京[话题]# #上海[话题]# #水果[话题]# #应季水果[话题]# #最爱吃的水果[话题]# #每日水果[话题]# #荔枝[话题]# #高端荔枝[话题]# #三月红[话题]# #妃子笑[话题]# #妃子笑荔枝[话题]# #一骑红尘妃子笑[话题]# #桂味[话题]# #桂味荔枝[话题]# #糯米糍[话题]# #糯米糍荔枝[话题]# #白糖罂[话题]# #白糖罂荔枝[话题]# #荔枝白糖罂[话题]# #桂味荔枝广西[话题]# #广西灵山桂味荔枝[话题]# #灵山荔枝[话题]# #广西桂平麻垌荔枝[话题]# #麻垌荔枝[话题]# #新鲜水果[话题]# #深圳[话题]##杭州[话题]##宁波[话题]##浙江[话题]##天津[话题]##成都[话",8,8,8,岭南佳果,用户谈论了荔枝的岭南佳果属性
初夏时节,白糖罂荔枝,1,"相信很多小红薯一听到岭南佳果这款特色水果，想必第一反应就猜是不是荔枝[色色R]
感谢我们广西容县的杨贵妃，当年把我们这款岭南佳果宣传给世人，让大家都了解到这款特色的水果[害羞R]
这不初夏时节，又到了一年一度荔枝上市的季节，请问有喜欢的小红薯们不，可以联系我们开展选购和品鉴哦#用镜头捕捉初夏[话题]# #岭南佳果[话题]# #大爱水果季[话题]# #北京[话题]# #上海[话题]# #水果[话题]# #应季水果[话题]# #最爱吃的水果[话题]# #每日水果[话题]# #荔枝[话题]# #高端荔枝[话题]# #三月红[话题]# #妃子笑[话题]# #妃子笑荔枝[话题]# #一骑红尘妃子笑[话题]# #桂味[话题]# #桂味荔枝[话题]# #糯米糍[话题]# #糯米糍荔枝[话题]# #白糖罂[话题]# #白糖罂荔枝[话题]# #荔枝白糖罂[话题]# #桂味荔枝广西[话题]# #广西灵山桂味荔枝[话题]# #灵山荔枝[话题]# #广西桂平麻垌荔枝[话题]# #麻垌荔枝[话题]# #新鲜水果[话题]# #深圳[话题]##杭州[话题]##宁波[话题]##浙江[话题]##天津[话题]##成都[话",8,8,8,岭南佳果,用户谈论了荔枝的岭南佳果属性
选购和品鉴,白糖罂荔枝,1,"相信很多小红薯一听到岭南佳果这款特色水果，想必第一反应就猜是不是荔枝[色色R]
感谢我们广西容县的杨贵妃，当年把我们这款岭南佳果宣传给世人，让大家都了解到这款特色的水果[害羞R]
这不初夏时节，又到了一年一度荔枝上市的季节，请问有喜欢的小红薯们不，可以联系我们开展选购和品鉴哦#用镜头捕捉初夏[话题]# #岭南佳果[话题]# #大爱水果季[话题]# #北京[话题]# #上海[话题]# #水果[话题]# #应季水果[话题]# #最爱吃的水果[话题]# #每日水果[话题]# #荔枝[话题]# #高端荔枝[话题]# #三月红[话题]# #妃子笑[话题]# #妃子笑荔枝[话题]# #一骑红尘妃子笑[话题]# #桂味[话题]# #桂味荔枝[话题]# #糯米糍[话题]# #糯米糍荔枝[话题]# #白糖罂[话题]# #白糖罂荔枝[话题]# #荔枝白糖罂[话题]# #桂味荔枝广西[话题]# #广西灵山桂味荔枝[话题]# #灵山荔枝[话题]# #广西桂平麻垌荔枝[话题]# #麻垌荔枝[话题]# #新鲜水果[话题]# #深圳[话题]##杭州[话题]##宁波[话题]##浙江[话题]##天津[话题]##成都[话",8,8,8,岭南佳果,用户谈论了荔枝的岭南佳果属性
每日水果,白糖罂荔枝,1,"相信很多小红薯一听到岭南佳果这款特色水果，想必第一反应就猜是不是荔枝[色色R]
感谢我们广西容县的杨贵妃，当年把我们这款岭南佳果宣传给世人，让大家都了解到这款特色的水果[害羞R]
这不初夏时节，又到了一年一度荔枝上市的季节，请问有喜欢的小红薯们不，可以联系我们开展选购和品鉴哦#用镜头捕捉初夏[话题]# #岭南佳果[话题]# #大爱水果季[话题]# #北京[话题]# #上海[话题]# #水果[话题]# #应季水果[话题]# #最爱吃的水果[话题]# #每日水果[话题]# #荔枝[话题]# #高端荔枝[话题]# #三月红[话题]# #妃子笑[话题]# #妃子笑荔枝[话题]# #一骑红尘妃子笑[话题]# #桂味[话题]# #桂味荔枝[话题]# #糯米糍[话题]# #糯米糍荔枝[话题]# #白糖罂[话题]# #白糖罂荔枝[话题]# #荔枝白糖罂[话题]# #桂味荔枝广西[话题]# #广西灵山桂味荔枝[话题]# #灵山荔枝[话题]# #广西桂平麻垌荔枝[话题]# #麻垌荔枝[话题]# #新鲜水果[话题]# #深圳[话题]##杭州[话题]##宁波[话题]##浙江[话题]##天津[话题]##成都[话",8,8,8,岭南佳果,用户谈论了荔枝的岭南佳果属性
大爱水果季,白糖罂荔枝,1,"相信很多小红薯一听到岭南佳果这款特色水果，想必第一反应就猜是不是荔枝[色色R]
感谢我们广西容县的杨贵妃，当年把我们这款岭南佳果宣传给世人，让大家都了解到这款特色的水果[害羞R]
这不初夏时节，又到了一年一度荔枝上市的季节，请问有喜欢的小红薯们不，可以联系我们开展选购和品鉴哦#用镜头捕捉初夏[话题]# #岭南佳果[话题]# #大爱水果季[话题]# #北京[话题]# #上海[话题]# #水果[话题]# #应季水果[话题]# #最爱吃的水果[话题]# #每日水果[话题]# #荔枝[话题]# #高端荔枝[话题]# #三月红[话题]# #妃子笑[话题]# #妃子笑荔枝[话题]# #一骑红尘妃子笑[话题]# #桂味[话题]# #桂味荔枝[话题]# #糯米糍[话题]# #糯米糍荔枝[话题]# #白糖罂[话题]# #白糖罂荔枝[话题]# #荔枝白糖罂[话题]# #桂味荔枝广西[话题]# #广西灵山桂味荔枝[话题]# #灵山荔枝[话题]# #广西桂平麻垌荔枝[话题]# #麻垌荔枝[话题]# #新鲜水果[话题]# #深圳[话题]##杭州[话题]##宁波[话题]##浙江[话题]##天津[话题]##成都[话",9,9,9,美味,用户评论了荔枝的美味
最爱吃的水果,白糖罂荔枝,1,"相信很多小红薯一听到岭南佳果这款特色水果，想必第一反应就猜是不是荔枝[色色R]
感谢我们广西容县的杨贵妃，当年把我们这款岭南佳果宣传给世人，让大家都了解到这款特色的水果[害羞R]
这不初夏时节，又到了一年一度荔枝上市的季节，请问有喜欢的小红薯们不，可以联系我们开展选购和品鉴哦#用镜头捕捉初夏[话题]# #岭南佳果[话题]# #大爱水果季[话题]# #北京[话题]# #上海[话题]# #水果[话题]# #应季水果[话题]# #最爱吃的水果[话题]# #每日水果[话题]# #荔枝[话题]# #高端荔枝[话题]# #三月红[话题]# #妃子笑[话题]# #妃子笑荔枝[话题]# #一骑红尘妃子笑[话题]# #桂味[话题]# #桂味荔枝[话题]# #糯米糍[话题]# #糯米糍荔枝[话题]# #白糖罂[话题]# #白糖罂荔枝[话题]# #荔枝白糖罂[话题]# #桂味荔枝广西[话题]# #广西灵山桂味荔枝[话题]# #灵山荔枝[话题]# #广西桂平麻垌荔枝[话题]# #麻垌荔枝[话题]# #新鲜水果[话题]# #深圳[话题]##杭州[话题]##宁波[话题]##浙江[话题]##天津[话题]##成都[话",9,9,9,美味,用户评论了荔枝的美味
